fold,model,city,mae,rmse,mape
10,xgb_cases_climate,Vitória,29.3252990429218,40.30620805302189,17.488070779085046
10,xgb_cases_climate_sst,Belo Horizonte,86.24227259709285,128.1557505760562,14.717562197250569
10,xgb_cases_climate_sst,Rio de Janeiro,77.96531501183144,139.93845451802497,13.066194939945175
10,xgb_cases_climate_sst,São Paulo,2476.729297344501,4895.85535723525,22.677321638328056
10,xgb_cases_climate_sst,Vitória,28.79487022986779,41.8696755600874,16.695254919649276
10,xrfm_cases_only,Belo Horizonte,98.72311137272762,140.89155912183267,15.634270392731128
10,xrfm_cases_only,Rio de Janeiro,101.36369969294621,151.8102474247126,17.038336070179145
10,xrfm_cases_only,São Paulo,805.9482351449819,1208.1283806985587,13.490172679673348
10,xrfm_cases_only,Vitória,30.178406935471756,46.82003540423671,15.991978595707382
10,xrfm_cases_climate,Belo Horizonte,97.29860335129958,151.05589175204213,15.803793171236691
10,xrfm_cases_climate,Rio de Janeiro,111.38245626596304,186.22464418203703,16.338594106380288
10,xrfm_cases_climate,São Paulo,694.491220327524,932.8992778364839,12.996631877612419
10,xrfm_cases_climate,Vitória,28.72896693303035,39.20314299266149,15.535817675007618
10,xrfm_cases_climate_sst,Belo Horizonte,77.91964428241437,113.53941879050426,13.196240448880472
10,xrfm_cases_climate_sst,Rio de Janeiro,89.60624137291542,146.70449672377214,14.46523247799973
10,xrfm_cases_climate_sst,São Paulo,1109.7274921123799,1622.2076652912315,16.00834105324848
10,xrfm_cases_climate_sst,Vitória,25.352383833665115,35.80109210413029,14.215275223055299
